id,order_id,product_id,quantity,unit_price,created_at
06a277a7-7660-7b3d-8000-03784bf833d1,06a277a7-7613-748b-8000-26e7952ff33a,06a17a7a-8bb4-7be8-8000-9e8aa7bc755c,100,250.0,2026-06-09 02:29:11.398620
